researchExp,industryExp,toeflScore,internExp,greV,greQ,greA,ugCollege,univName,cgpa_4
0,24,113.0,2.0,159.0,170.0,4.0,IIT Indore,Virginia Polytechnic Institute and State University,3.08
0,0,102.0,0.0,150.0,167.0,3.0,COEP,Virginia Polytechnic Institute and State University,3.2119999999999997
12,24,111.0,4.0,158.0,170.0,4.5,NIT Rourkela,Virginia Polytechnic Institute and State University,3.6479999999999997
0,0,111.0,1.0,152.0,161.0,4.0,SRM,Virginia Polytechnic Institute and State University,3.64
0,27,105.0,0.0,154.0,165.0,3.5,NIT-warangal,Virginia Polytechnic Institute and State University,2.8040000000000003
4,22,116.0,4.0,152.0,167.0,4.0,Vishwakarma Institute of Technology,Virginia Polytechnic Institute and State University,3.7880000000000003
0,0,116.0,0.0,158.0,170.0,4.0,IIT Kharagpur,Virginia Polytechnic Institute and State University,3.408
0,0,117.0,2.0,158.0,170.0,4.5,BMSCE,Virginia Polytechnic Institute and State University,3.708
0,0,105.0,0.0,167.0,168.0,4.0,VNIT Nagpur,Virginia Polytechnic Institute and State University,2.8520000000000003
0,0,109.0,0.0,154.0,162.0,3.5,S. V. NIT Surat,Virginia Polytechnic Institute and State University,3.48
0,0,109.0,0.0,158.0,165.0,3.5,BIT Mesra,Virginia Polytechnic Institute and State University,3.548
0,0,112.0,0.0,152.0,165.0,4.5,GITAM,Virginia Polytechnic Institute and State University,2.9920000000000004
7,0,114.0,2.0,163.0,166.0,4.5,BITS Hyderabad,Virginia Polytechnic Institute and State University,3.58
0,0,108.0,0.0,161.0,167.0,4.0,IIT Kharagpur,Virginia Polytechnic Institute and State University,3.236
0,0,115.0,0.0,161.0,170.0,4.5,BITS Pilani,Virginia Polytechnic Institute and State University,3.2159999999999997
0,0,111.0,0.0,162.0,168.0,3.0,BIT Mesra,Virginia Polytechnic Institute and State University,3.088
0,0,110.0,0.0,160.0,170.0,4.0,IIT Roorkee,Virginia Polytechnic Institute and State University,3.4055999999999997
9,18,108.0,6.0,156.0,163.0,3.0,IIT Bombay,Virginia Polytechnic Institute and State University,2.8000000000000003
0,0,102.0,0.0,150.0,165.0,3.0,University college of engg OU,Virginia Polytechnic Institute and State University,3.232
0,0,111.0,0.0,148.0,167.0,4.0,IIT Ropar,Virginia Polytechnic Institute and State University,3.576
0,0,107.0,0.0,165.0,167.0,4.0,NIT Calicut,Virginia Polytechnic Institute and State University,3.016
0,0,112.0,0.0,158.0,168.0,5.0,CEG,Virginia Polytechnic Institute and State University,3.6
0,44,107.0,12.0,152.0,170.0,3.5,BITS Pilani,Virginia Polytechnic Institute and State University,3.4000000000000004
0,0,110.0,0.0,151.0,164.0,4.0,SJCE,Virginia Polytechnic Institute and State University,3.736
0,0,110.0,0.0,153.0,160.0,4.0,VTU,Virginia Polytechnic Institute and State University,3.5840000000000005
0,0,115.0,0.0,155.0,164.0,4.5,VJTI,Virginia Polytechnic Institute and State University,3.3200000000000003
0,24,103.0,6.0,156.0,166.0,3.5,BITS Goa,Virginia Polytechnic Institute and State University,3.12
0,0,100.0,2.0,150.0,160.0,4.0,CEG,Virginia Polytechnic Institute and State University,3.176
6,14,104.0,6.0,158.0,164.0,3.5,NIT Tirchy,Virginia Polytechnic Institute and State University,3.672
0,0,103.0,0.0,153.0,166.0,4.0,IIT Kanpur,Virginia Polytechnic Institute and State University,4.0
0,0,109.0,0.0,155.0,170.0,3.5,Sardar Patel College of Engineering,Virginia Polytechnic Institute and State University,3.2
0,0,114.0,0.0,166.0,166.0,4.0,West Bengal University Of Technology,Virginia Polytechnic Institute and State University,3.4357894736842107
0,0,114.0,6.0,155.0,167.0,4.0,PEC University of Technology,Virginia Polytechnic Institute and State University,3.128
0,0,113.0,0.0,157.0,164.0,5.0,NIT Rourkela,Virginia Polytechnic Institute and State University,3.2920000000000003
0,22,101.0,2.0,153.0,162.0,4.0,NIT,Virginia Polytechnic Institute and State University,3.8360000000000003
15,0,118.0,9.0,155.0,168.0,4.0,BITS Pilani,Virginia Polytechnic Institute and State University,2.8120000000000003
0,0,108.0,0.0,159.0,162.0,3.5,PSG College of Technology,Virginia Polytechnic Institute and State University,3.7600000000000002
2,34,113.0,6.0,154.0,163.0,4.0,NIT Silchar,Virginia Polytechnic Institute and State University,3.6
0,0,114.0,0.0,157.0,164.0,4.0,Indira Gandhi Institute Of Technology,Virginia Polytechnic Institute and State University,3.3473684210526318
30,0,114.0,0.0,156.0,168.0,5.0,University of Mumbai,Virginia Polytechnic Institute and State University,3.3246315789473684
0,0,111.0,0.0,157.0,164.0,3.5,CEG,Virginia Polytechnic Institute and State University,3.5840000000000005
0,0,114.0,0.0,156.0,167.0,4.0,VJTI,Virginia Polytechnic Institute and State University,3.08
0,0,116.0,0.0,167.0,170.0,4.0,BITS Pilani,Virginia Polytechnic Institute and State University,3.7880000000000003
0,0,111.0,0.0,157.0,163.0,3.0,IIT BHU,Virginia Polytechnic Institute and State University,3.008
0,0,100.0,0.0,148.0,161.0,3.0,Anna University,Virginia Polytechnic Institute and State University,3.4000000000000004
0,7,114.0,9.0,166.0,170.0,3.5,IIT Madras,Virginia Polytechnic Institute and State University,2.68
0,0,114.0,0.0,157.0,166.0,4.0,MSRIT,Virginia Polytechnic Institute and State University,3.708
0,0,105.0,0.0,150.0,163.0,3.5,Pune University,Virginia Polytechnic Institute and State University,3.531789473684211
0,0,113.0,0.0,164.0,170.0,3.5,Amrita School of Engineering,Virginia Polytechnic Institute and State University,3.0920000000000005
0,0,112.0,0.0,159.0,170.0,3.0,MU,Virginia Polytechnic Institute and State University,3.115789473684211
0,0,110.0,0.0,150.0,167.0,3.5,KLUNIVERSITY,Virginia Polytechnic Institute and State University,0.3494736842105264
24,0,113.0,8.0,160.0,163.0,4.5,University of Pune,Virginia Polytechnic Institute and State University,3.031578947368421
10,0,112.0,3.0,155.0,170.0,5.0,NITK Surathkal,Virginia Polytechnic Institute and State University,3.6880000000000006
0,0,116.0,0.0,157.0,163.0,3.5,IIT Roorkee,Virginia Polytechnic Institute and State University,3.0856
0,0,117.0,0.0,160.0,166.0,3.5,JSS Noida,Virginia Polytechnic Institute and State University,3.5671578947368427
0,0,113.0,0.0,158.0,166.0,4.5,NIT Calicut,Virginia Polytechnic Institute and State University,3.2119999999999997
0,30,104.0,0.0,155.0,165.0,3.5,MU,Virginia Polytechnic Institute and State University,2.9894736842105267
0,0,108.0,0.0,155.0,166.0,4.0,R V College of Engineering,Virginia Polytechnic Institute and State University,3.5840000000000005
0,0,112.0,7.0,154.0,168.0,4.0,Manipal Institue of Technology,Virginia Polytechnic Institute and State University,3.6799999999999997
0,0,109.0,0.0,162.0,165.0,3.0,Sri Venkateswara College of Engineering,Virginia Polytechnic Institute and State University,2.8440000000000003
0,17,108.0,1.0,149.0,157.0,4.0,JBIET,Virginia Polytechnic Institute and State University,3.3473684210526318
1,0,107.0,3.0,151.0,161.0,4.0,MSRIT,Virginia Polytechnic Institute and State University,3.74
0,0,117.0,0.0,170.0,159.0,3.5,NITK Surathkal,Virginia Polytechnic Institute and State University,3.8240000000000003
0,0,110.0,0.0,155.0,170.0,3.5,BITS Hyderabad,Virginia Polytechnic Institute and State University,3.704
0,0,114.0,0.0,162.0,165.0,5.0,NITK Surathkal,Virginia Polytechnic Institute and State University,3.0280000000000005
0,24,111.0,12.0,163.0,167.0,4.0,BITS Pilani,Virginia Polytechnic Institute and State University,0.3494736842105264
0,30,113.0,4.0,158.0,170.0,3.5,NIT Warangal,Virginia Polytechnic Institute and State University,3.3200000000000003
0,0,116.0,0.0,163.0,167.0,5.5,VIT University,Virginia Polytechnic Institute and State University,3.5240000000000005
0,36,105.0,3.0,155.0,168.0,3.5,NIT Warangal,Virginia Polytechnic Institute and State University,3.5520000000000005
0,0,112.0,0.0,152.0,157.0,3.5,Anna University,Virginia Polytechnic Institute and State University,3.7200000000000006
0,0,109.0,0.0,157.0,168.0,3.0,Manipal Institue of Technology,Virginia Polytechnic Institute and State University,3.58
0,0,116.0,0.0,162.0,170.0,4.5,Thiagarajar College of engineering,Virginia Polytechnic Institute and State University,3.5200000000000005
0,0,114.0,0.0,166.0,161.0,4.0,SSN College of Engineering,Virginia Polytechnic Institute and State University,3.224
0,0,108.0,0.0,161.0,165.0,3.5,Jadavpur University,Virginia Polytechnic Institute and State University,3.596
0,27,107.0,0.0,155.0,161.0,4.0,Sri Sairam Engineering College,Virginia Polytechnic Institute and State University,3.2421052631578946
0,0,109.0,0.0,161.0,169.0,4.0,NIT Rourkela,Virginia Polytechnic Institute and State University,3.7640000000000002
0,0,107.0,0.0,148.0,167.0,3.5,IIT Bombay,Virginia Polytechnic Institute and State University,3.544
0,24,108.0,2.0,158.0,170.0,3.5,IIT Indore,Virginia Polytechnic Institute and State University,2.8640000000000003
0,46,113.0,0.0,162.0,168.0,4.0,Netaji Subhas Institute of Technology,Virginia Polytechnic Institute and State University,3.031578947368421
0,0,109.0,6.0,154.0,160.0,3.5,SASTRA,Virginia Polytechnic Institute and State University,3.0816
0,0,105.0,0.0,155.0,165.0,4.0,IIT Patna,Virginia Polytechnic Institute and State University,3.2920000000000003
0,0,107.0,0.0,154.0,165.0,3.5,Pune University,Virginia Polytechnic Institute and State University,2.736842105263158
0,31,107.0,5.0,148.0,161.0,3.0,PESIT,Virginia Polytechnic Institute and State University,3.576
0,92,106.0,0.0,152.0,158.0,3.5,University of Pune,Virginia Polytechnic Institute and State University,2.4421052631578952
0,1,113.0,1.0,157.0,167.0,5.0,VIT,Virginia Polytechnic Institute and State University,3.4600000000000004
0,8,103.0,0.0,148.0,163.0,4.0,University of Pune,Virginia Polytechnic Institute and State University,2.736842105263158
0,0,95.0,2.0,148.0,162.0,3.5,CVRCE,Virginia Polytechnic Institute and State University,3.1578947368421053
0,16,104.0,0.0,149.0,159.0,3.0,SRM,Virginia Polytechnic Institute and State University,3.64
0,0,113.0,2.0,153.0,162.0,4.0,IIT Varanasi,Virginia Polytechnic Institute and State University,3.3600000000000003
0,0,111.0,0.0,152.0,158.0,3.0,MSRIT,Virginia Polytechnic Institute and State University,3.7
0,0,105.0,0.0,165.0,166.0,4.0,Kerala University,Virginia Polytechnic Institute and State University,3.04
0,0,106.0,0.0,152.0,164.0,3.5,Osmania University,Virginia Polytechnic Institute and State University,3.907368421052632
0,0,114.0,0.0,163.0,165.0,5.0,IIIT Hyderabad,Virginia Polytechnic Institute and State University,3.3520000000000003
0,0,104.0,0.0,158.0,168.0,3.0,VTU,Virginia Polytechnic Institute and State University,3.4200000000000004
36,48,98.0,3.0,141.0,167.0,3.0,NIT Warangal,Virginia Polytechnic Institute and State University,3.4000000000000004
0,0,110.0,0.0,154.0,164.0,3.0,IIT Kharagpur,Virginia Polytechnic Institute and State University,3.2680000000000002
0,24,108.0,0.0,159.0,163.0,3.0,VTU,Virginia Polytechnic Institute and State University,3.436
0,0,114.0,0.0,159.0,169.0,4.5,VIT University,Virginia Polytechnic Institute and State University,3.596
0,0,109.0,2.0,160.0,159.0,3.5,VTU,Virginia Polytechnic Institute and State University,3.389473684210526
0,0,101.0,0.0,155.0,169.0,4.0,GITAM,Virginia Polytechnic Institute and State University,3.7920000000000003
0,26,98.0,6.0,152.0,163.0,4.0,Coimbatore Insitute of Technology,Virginia Polytechnic Institute and State University,3.512
0,0,100.0,0.0,150.0,166.0,4.0,University of Engineering & Technology Taxila,Virginia Polytechnic Institute and State University,3.328421052631579
0,0,89.0,0.0,148.0,157.0,3.0,IIT Kanpur,Virginia Polytechnic Institute and State University,3.2
0,0,117.0,0.0,163.0,170.0,4.0,NIT Tirchy,Virginia Polytechnic Institute and State University,2.8000000000000003
0,0,118.0,0.0,164.0,169.0,4.5,NIT Karnataka,Virginia Polytechnic Institute and State University,3.5560000000000005
0,0,117.0,0.0,158.0,170.0,4.5,BITS Goa,Virginia Polytechnic Institute and State University,3.944
0,0,109.0,0.0,157.0,160.0,3.5,MU,Virginia Polytechnic Institute and State University,3.4526315789473685
0,0,105.0,0.0,155.0,164.0,3.5,NIT Silchar,Virginia Polytechnic Institute and State University,3.4280000000000004
12,6,105.0,9.0,158.0,170.0,4.0,BITS Hyderabad,Virginia Polytechnic Institute and State University,3.8640000000000003
0,0,114.0,0.0,156.0,165.0,3.0,West Bengal University Of Technology,Virginia Polytechnic Institute and State University,3.7119999999999997
0,0,116.0,0.0,162.0,167.0,4.5,Delhi College Of Engineeing,Virginia Polytechnic Institute and State University,3.2
0,0,104.0,0.0,154.0,170.0,4.0,NIT Rourkela,Virginia Polytechnic Institute and State University,3.632
0,14,111.0,0.0,152.0,167.0,3.0,Sardar Patel College of Engineering,Virginia Polytechnic Institute and State University,2.863157894736842
0,0,107.0,0.0,161.0,166.0,4.5,MSRIT,Virginia Polytechnic Institute and State University,3.6880000000000006
0,0,104.0,0.0,153.0,170.0,3.5,DCE,Virginia Polytechnic Institute and State University,3.115789473684211
0,0,117.0,0.0,161.0,159.0,4.0,IEM,Virginia Polytechnic Institute and State University,3.372
0,0,105.0,0.0,155.0,163.0,3.5,Jadavpur University,Virginia Polytechnic Institute and State University,3.2479999999999998
0,31,95.0,0.0,148.0,155.0,3.0,Anna University,Virginia Polytechnic Institute and State University,3.4840000000000004
0,0,105.0,0.0,162.0,168.0,5.0,BITS Hyderabad,Virginia Polytechnic Institute and State University,3.6880000000000006
0,0,115.0,0.0,156.0,170.0,4.0,NIT Rourkela,Virginia Polytechnic Institute and State University,3.844
48,18,113.0,0.0,160.0,170.0,3.0,VTU,Virginia Polytechnic Institute and State University,3.4000000000000004
0,0,118.0,0.0,160.0,161.0,5.0,BITS Dubai,Virginia Polytechnic Institute and State University,3.6799999999999997
0,0,97.0,0.0,148.0,168.0,3.5,R V College of Engineering,Virginia Polytechnic Institute and State University,3.5240000000000005
0,0,113.0,0.0,161.0,170.0,4.0,MU,Virginia Polytechnic Institute and State University,3.3414736842105266
0,0,110.0,0.0,165.0,166.0,3.5,IIT Roorkee,Virginia Polytechnic Institute and State University,2.9600000000000004
0,0,119.0,0.0,169.0,166.0,4.5,VJTI,Virginia Polytechnic Institute and State University,3.4000000000000004
0,0,104.0,0.0,151.0,170.0,3.0,BITS Goa,Virginia Polytechnic Institute and State University,3.3280000000000003
0,0,114.0,0.0,163.0,168.0,4.0,IIT BHU,Virginia Polytechnic Institute and State University,3.2159999999999997
0,0,107.0,0.0,150.0,169.0,4.0,BITS Pilani,Virginia Polytechnic Institute and State University,3.0
0,0,105.0,0.0,152.0,163.0,3.5,PSG College of Technology,Virginia Polytechnic Institute and State University,3.48
0,0,115.0,0.0,150.0,162.0,3.5,SJCE,Virginia Polytechnic Institute and State University,3.8000000000000003
0,0,111.0,2.0,152.0,164.0,4.0,SSN College of Engineering,Virginia Polytechnic Institute and State University,3.4156
0,20,110.0,6.0,154.0,170.0,3.5,IIT Guwahati,Virginia Polytechnic Institute and State University,3.18
0,20,107.0,2.0,155.0,167.0,4.0,NIT Calicut,Virginia Polytechnic Institute and State University,3.7439999999999998
7,24,112.0,6.0,156.0,165.0,4.0,PESIT,Virginia Polytechnic Institute and State University,3.6840000000000006
0,0,106.0,0.0,157.0,165.0,3.5,BITS Pilani,Virginia Polytechnic Institute and State University,3.2
0,0,113.0,0.0,164.0,170.0,4.0,NIT Warangal,Virginia Polytechnic Institute and State University,3.4560000000000004
0,0,116.0,0.0,160.0,164.0,4.0,VIT,Virginia Polytechnic Institute and State University,3.572
0,0,93.0,0.0,145.0,158.0,3.5,BVM Engineering College,Virginia Polytechnic Institute and State University,3.3360000000000003
0,0,108.0,0.0,156.0,170.0,3.0,NIT,Virginia Polytechnic Institute and State University,3.448
0,24,113.0,2.0,159.0,170.0,4.0,IIT Indore,University of Wisconsin Madison,3.08
12,24,111.0,4.0,158.0,170.0,4.5,NIT Rourkela,University of Wisconsin Madison,3.6479999999999997
0,0,117.0,0.0,160.0,170.0,5.5,COEP,University of Wisconsin Madison,3.8280000000000003
0,0,111.0,0.0,154.0,161.0,3.5,MIT,University of Wisconsin Madison,3.512
9,0,106.0,3.0,157.0,165.0,4.0,PESIT,University of Wisconsin Madison,3.2200000000000006
2,0,118.0,4.0,160.0,168.0,4.0,Amrita School of Engineering,University of Wisconsin Madison,3.7960000000000003
0,0,106.0,0.0,147.0,163.0,3.5,SJCE,University of Wisconsin Madison,3.604
0,0,118.0,0.0,167.0,168.0,5.5,Jadavpur University,University of Wisconsin Madison,3.732
0,0,118.0,0.0,164.0,169.0,4.0,NIT Tirchy,University of Wisconsin Madison,3.612
0,36,107.0,2.0,155.0,164.0,4.0,SJCE,University of Wisconsin Madison,3.7680000000000002
0,0,108.0,0.0,161.0,167.0,4.0,IIT Kharagpur,University of Wisconsin Madison,3.236
0,0,109.0,0.0,155.0,163.0,3.0,VIT University,University of Wisconsin Madison,3.4560000000000004
6,24,114.0,12.0,166.0,170.0,4.5,R V College of Engineering,University of Wisconsin Madison,3.78
0,0,115.0,0.0,159.0,163.0,4.5,MSRIT,University of Wisconsin Madison,3.628
0,0,117.0,0.0,156.0,161.0,4.0,NIT Warangal,University of Wisconsin Madison,3.412
0,0,112.0,0.0,158.0,168.0,5.0,CEG,University of Wisconsin Madison,3.6
0,0,110.0,0.0,153.0,166.0,4.5,BITS Pilani,University of Wisconsin Madison,3.28
0,0,112.0,0.0,161.0,170.0,3.5,NIT Allahabad,University of Wisconsin Madison,3.8240000000000003
0,0,113.0,0.0,154.0,166.0,3.5,COEP,University of Wisconsin Madison,3.8000000000000003
0,0,112.0,0.0,156.0,162.0,4.0,VTU,University of Wisconsin Madison,3.8280000000000003
0,0,113.0,0.0,159.0,169.0,3.0,MSRIT,University of Wisconsin Madison,3.692
0,0,100.0,0.0,148.0,161.0,3.5,Anna University,University of Wisconsin Madison,3.48
0,0,95.0,0.0,143.0,162.0,3.0,NIT-Raipur,University of Wisconsin Madison,3.108
0,0,111.0,0.0,159.0,163.0,5.0,R V College of Engineering,University of Wisconsin Madison,3.728
0,0,108.0,0.0,152.0,162.0,4.0,Sri Sairam Engineering College,University of Wisconsin Madison,3.6799999999999997
0,0,105.0,0.0,154.0,168.0,3.5,NIT Warangal,University of Wisconsin Madison,3.7720000000000002
0,0,108.0,0.0,152.0,168.0,4.0,Hanoi University of Science and Technology,University of Wisconsin Madison,3.316
0,34,105.0,1.0,153.0,170.0,3.5,NIT Tirchy,University of Wisconsin Madison,3.108
6,12,105.0,6.0,154.0,166.0,4.0,IIIT Allahabad,University of Wisconsin Madison,3.7159999999999997
0,22,101.0,2.0,153.0,162.0,4.0,NIT,University of Wisconsin Madison,3.8360000000000003
0,0,106.0,0.0,152.0,164.0,4.0,R V College of Engineering,University of Wisconsin Madison,3.5
0,0,118.0,0.0,154.0,170.0,4.0,PESIT,University of Wisconsin Madison,3.8840000000000003
0,0,111.0,0.0,157.0,164.0,3.5,CEG,University of Wisconsin Madison,3.5840000000000005
0,34,117.0,0.0,169.0,170.0,4.5,CEG,University of Wisconsin Madison,3.672
0,16,106.0,5.0,153.0,161.0,3.0,MU,University of Wisconsin Madison,2.4421052631578952
0,0,110.0,0.0,159.0,167.0,5.5,BNMIT,University of Wisconsin Madison,3.6252631578947367
0,0,105.0,0.0,150.0,163.0,3.5,Pune University,University of Wisconsin Madison,3.531789473684211
0,0,112.0,0.0,162.0,169.0,5.0,IIT Bombay,University of Wisconsin Madison,3.6880000000000006
0,0,106.0,0.0,158.0,158.0,3.5,BMSCE,University of Wisconsin Madison,3.6840000000000006
0,0,116.0,0.0,162.0,164.0,4.0,R V College of Engineering,University of Wisconsin Madison,3.74
0,0,113.0,0.0,158.0,166.0,4.5,NIT Calicut,University of Wisconsin Madison,3.2119999999999997
0,0,110.0,0.0,145.0,170.0,4.0,PEC University of Technology,University of Wisconsin Madison,3.6799999999999997
0,0,109.0,0.0,161.0,164.0,3.0,Anna University,University of Wisconsin Madison,3.48
0,29,107.0,0.0,156.0,163.0,3.5,VIT,University of Wisconsin Madison,3.572
0,0,109.0,0.0,151.0,161.0,3.5,NIT Warangal,University of Wisconsin Madison,3.016
0,0,115.0,0.0,161.0,166.0,3.5,IIT Ropar,University of Wisconsin Madison,3.372
0,0,109.0,0.0,163.0,170.0,4.0,BITS Pilani,University of Wisconsin Madison,3.5600000000000005
0,0,118.0,0.0,170.0,169.0,5.0,NSIT,University of Wisconsin Madison,3.3684210526315788
0,0,116.0,0.0,158.0,163.0,4.5,BITS Pilani,University of Wisconsin Madison,3.2960000000000003
0,41,103.0,6.0,151.0,163.0,3.0,PSG College of Technology,University of Wisconsin Madison,3.3200000000000003
0,0,109.0,0.0,157.0,168.0,3.0,Manipal Institue of Technology,University of Wisconsin Madison,3.58
0,21,110.0,7.0,152.0,165.0,4.0,VIT,University of Wisconsin Madison,3.8640000000000003
0,0,114.0,0.0,153.0,167.0,4.0,BITS Pilani,University of Wisconsin Madison,3.812
0,0,107.0,0.0,146.0,163.0,3.5,PSG College of Technology,University of Wisconsin Madison,3.696
0,0,112.0,0.0,158.0,168.0,4.0,VIT University,University of Wisconsin Madison,3.5600000000000005
0,0,112.0,0.0,159.0,170.0,3.0,IIT Kanpur,University of Wisconsin Madison,3.6
0,0,99.0,0.0,151.0,162.0,4.0,VIT,University of Wisconsin Madison,3.504
0,24,107.0,6.0,156.0,164.0,3.0,BITS Pilani,University of Wisconsin Madison,3.276
0,17,108.0,2.0,151.0,163.0,4.5,Sri Jayachamarajendra College of Engineering,University of Wisconsin Madison,3.7600000000000002
0,0,98.0,0.0,147.0,160.0,3.0,Pune University,University of Wisconsin Madison,2.736842105263158
12,36,110.0,6.0,155.0,161.0,4.0,Osmania University,University of Wisconsin Madison,3.7052631578947373
0,0,118.0,0.0,162.0,164.0,5.0,JCE,University of Wisconsin Madison,3.8000000000000003
0,0,106.0,0.0,148.0,164.0,3.0,NIT Silchar,University of Wisconsin Madison,3.7159999999999997
0,0,119.0,0.0,153.0,165.0,4.0,CEG,University of Wisconsin Madison,3.704
0,0,102.0,0.0,152.0,161.0,4.0,SRM,University of Wisconsin Madison,3.44
0,0,115.0,4.0,158.0,167.0,4.0,Pune University,University of Wisconsin Madison,3.88
0,0,115.0,0.0,157.0,163.0,4.5,University of Calicut,University of Wisconsin Madison,3.2926315789473684
0,0,115.0,0.0,158.0,164.0,4.5,Coimbatore Insitute of Technology,University of Wisconsin Madison,3.732
0,0,110.0,0.0,157.0,170.0,4.0,BITS Goa,University of Wisconsin Madison,3.3240000000000003
0,0,114.0,0.0,159.0,170.0,4.0,VTU,University of Wisconsin Madison,3.6210526315789475
0,0,103.0,0.0,152.0,166.0,4.0,NIT Rourkela,University of Wisconsin Madison,3.64
0,0,109.0,0.0,162.0,170.0,3.5,Delhi College Of Engineeing,University of Wisconsin Madison,3.327157894736842
0,0,111.0,0.0,159.0,161.0,3.5,BITS Pilani,University of Wisconsin Madison,3.692
0,0,94.0,0.0,149.0,161.0,3.0,CEG,University of Wisconsin Madison,3.2880000000000003
0,0,118.0,0.0,165.0,168.0,5.5,BITS Pilani,University of Wisconsin Madison,3.672
0,0,117.0,0.0,162.0,163.0,4.5,Cochin University of Science and Technology,University of Wisconsin Madison,3.313684210526316
2,3,110.0,6.0,162.0,170.0,4.0,BITS Pilani,University of Wisconsin Madison,3.7720000000000002
3,22,110.0,3.0,154.0,170.0,4.0,IIT Bombay,University of Wisconsin Madison,2.9280000000000004
0,0,114.0,0.0,155.0,170.0,4.0,IT BHU,University of Wisconsin Madison,3.404
2,24,102.0,2.0,151.0,161.0,3.5,Sardar Patel College of Engineering,University of Wisconsin Madison,3.031578947368421
0,0,102.0,0.0,151.0,170.0,4.0,IIT Kharagpur,University of Wisconsin Madison,3.4560000000000004
0,0,112.0,0.0,156.0,166.0,3.5,BITS Goa,University of Wisconsin Madison,3.508
0,0,101.0,0.0,147.0,168.0,3.5,PSG College of Technology,University of Wisconsin Madison,3.7159999999999997
0,0,113.0,0.0,162.0,169.0,3.5,BITS Pilani,University of Wisconsin Madison,3.568
0,0,111.0,0.0,158.0,162.0,3.5,Manipal Institue of Technology,University of Wisconsin Madison,3.28
0,0,116.0,0.0,157.0,169.0,4.0,BITS Pilani,University of Wisconsin Madison,3.532
0,0,107.0,0.0,166.0,165.0,3.5,NIT Kurukshetra,University of Wisconsin Madison,3.88
0,0,111.0,0.0,154.0,169.0,4.5,MU,University of Wisconsin Madison,3.3684210526315788
0,0,99.0,0.0,156.0,166.0,4.0,PSG College of Technology,University of Wisconsin Madison,3.544
0,24,114.0,3.0,162.0,165.0,5.5,SVNIT Surat,University of Wisconsin Madison,3.9000000000000004
0,0,112.0,0.0,161.0,166.0,4.0,NIT Nagpur,University of Wisconsin Madison,3.74
0,0,109.0,0.0,149.0,165.0,3.5,Sri Jayachamarajendra College of Engineering,University of Wisconsin Madison,3.8920000000000003
2,17,111.0,0.0,162.0,165.0,4.0,NIT Calicut,University of Wisconsin Madison,3.6159999999999997
0,0,110.0,0.0,157.0,169.0,3.5,MNNIT,University of Wisconsin Madison,3.948
0,0,96.0,0.0,145.0,165.0,3.5,BITS Hyderabad,University of Wisconsin Madison,3.6479999999999997
0,0,115.0,0.0,156.0,170.0,4.0,NIT Rourkela,University of Wisconsin Madison,3.844
0,0,112.0,0.0,157.0,168.0,4.0,NIT Tirchy,University of Wisconsin Madison,3.64
0,0,116.0,0.0,162.0,165.0,4.0,VIT University,University of Wisconsin Madison,3.5200000000000005
0,0,113.0,0.0,161.0,170.0,4.0,MU,University of Wisconsin Madison,3.3414736842105266
0,24,108.0,2.0,153.0,167.0,4.5,VIT Pune,University of Wisconsin Madison,3.416
0,0,111.0,0.0,161.0,169.0,3.5,PSG College of Technology,University of Wisconsin Madison,3.4640000000000004
6,0,116.0,2.0,161.0,169.0,4.5,BITS Pilani,University of Wisconsin Madison,3.156
0,0,104.0,0.0,151.0,170.0,3.0,BITS Goa,University of Wisconsin Madison,3.3280000000000003
0,0,113.0,0.0,158.0,165.0,3.5,NITK Surathkal,University of Wisconsin Madison,3.3600000000000003
0,0,114.0,0.0,157.0,166.0,4.0,PSG College of Technology,University of Wisconsin Madison,3.88
0,0,112.0,0.0,160.0,161.0,5.0,CEG,University of Wisconsin Madison,3.5920000000000005
0,0,100.0,0.0,156.0,159.0,3.0,CEG,University of Wisconsin Madison,3.188
0,0,106.0,0.0,153.0,167.0,4.5,Amrita School of Engineering,University of Wisconsin Madison,3.708
0,0,92.0,0.0,154.0,156.0,3.5,MU,University of Wisconsin Madison,2.8210526315789473
0,0,99.0,0.0,149.0,160.0,4.0,Sri Jayachamarajendra College of Engineering,University of Wisconsin Madison,3.672
0,0,102.0,0.0,159.0,164.0,3.5,NIT Tirchy,University of Wisconsin Madison,3.4000000000000004
0,0,98.0,0.0,149.0,159.0,2.5,SRMCEM Lucknow,University of Wisconsin Madison,2.874105263157895
0,0,103.0,0.0,157.0,164.0,3.0,NIT Kurukshetra,University of Wisconsin Madison,3.3640000000000003
0,0,93.0,0.0,145.0,158.0,3.5,BVM Engineering College,University of Wisconsin Madison,3.3360000000000003
0,0,111.0,0.0,154.0,161.0,4.5,Thiagarajar College of engineering,University of Washington,3.14
0,0,114.0,0.0,156.0,163.0,4.0,LNMIIT,University of Washington,3.136
0,53,101.0,1.0,150.0,160.0,4.0,Galgotia's College of Engineering and Tech.,University of Washington,3.0526315789473686
0,0,111.0,0.0,157.0,166.0,3.5,IIT (BHU) Varanasi,University of Washington,3.348
48,48,112.0,0.0,160.0,164.0,4.5,NIT Calicut,University of Washington,3.16
0,16,112.0,3.0,157.0,166.0,3.5,NIT Warangal,University of Washington,3.7520000000000007
0,0,111.0,0.0,152.0,156.0,5.0,RKNEC,University of Washington,3.115789473684211
4,22,116.0,4.0,152.0,167.0,4.0,Vishwakarma Institute of Technology,University of Washington,3.7880000000000003
