researchExp,industryExp,toeflScore,internExp,greV,greQ,greA,ugCollege,univName,cgpa_4
0,0,100.0,0.0,145.0,158.0,3.5,MU,University of Southern California,2.947368421052632
0,0,107.0,6.0,161.0,167.0,4.0,R V College of Engineering,University of Southern California,3.7720000000000002
0,0,112.0,0.0,154.0,162.0,4.5,VTU,University of Southern California,3.4130105263157895
0,25,115.0,0.0,158.0,166.0,4.0,VTU,University of Southern California,3.1183157894736846
0,0,105.0,0.0,160.0,162.0,4.0,VTU,University of Southern California,3.6378947368421053
0,0,106.0,0.0,151.0,161.0,3.5,Sardar Patel College of Engineering,University of Southern California,3.009263157894737
0,0,104.0,0.0,141.0,165.0,4.0,SSN College of Engineering,University of Southern California,3.578947368421053
0,12,107.0,6.0,154.0,164.0,4.0,R V College of Engineering,University of Southern California,3.476
0,0,88.0,0.0,155.0,165.0,3.0,PICT,University of Southern California,3.77
0,10,108.0,2.0,155.0,164.0,4.5,Anna University,University of Southern California,3.704
0,0,102.0,0.0,152.0,155.0,3.0,Anand Institute of Higher Technology,University of Southern California,3.12
0,0,96.0,0.0,155.0,163.0,3.5,J.S.S.A.T.E,University of Southern California,0.0
0,0,95.0,0.0,148.0,161.0,4.0,Amrita School of Engineering,University of Southern California,3.156
0,0,109.0,0.0,156.0,166.0,4.0,R V College of Engineering,University of Southern California,3.7960000000000003
0,18,107.0,0.0,152.0,162.0,4.0,MU,University of Southern California,2.694736842105263
0,0,109.0,0.0,154.0,162.0,3.0,Sri Venkateswara College of Engineering,University of Southern California,3.08
0,0,115.0,0.0,150.0,162.0,3.5,SJCE,University of Southern California,3.8000000000000003
0,0,103.0,0.0,149.0,170.0,3.0,International Institute of Information Technology Hyderabad,University of Southern California,3.344
0,0,108.0,0.0,150.0,164.0,4.0,Manipal Institue of Technology,University of Southern California,3.6840000000000006
0,0,114.0,0.0,157.0,166.0,4.0,PSG College of Technology,University of Southern California,3.88
0,0,100.0,0.0,156.0,159.0,3.0,CEG,University of Southern California,3.188
0,0,107.0,0.0,150.0,166.0,3.5,GGSIPU,University of Southern California,3.3263157894736843
0,0,109.0,0.0,156.0,163.0,4.0,MU,University of Southern California,3.2210526315789476
0,0,99.0,0.0,152.0,162.0,3.5,VTU,University of Southern California,3.604
3,39,105.0,2.0,155.0,164.0,3.5,SMVDU Jammu,University of Southern California,3.4920000000000004
0,0,99.0,0.0,149.0,160.0,4.0,Sri Jayachamarajendra College of Engineering,University of Southern California,3.672
0,0,97.0,0.0,147.0,167.0,3.0,R V College of Engineering,University of Southern California,3.6520000000000006
0,0,103.0,0.0,152.0,170.0,4.0,PESIT,University of Southern California,3.110736842105263
0,24,111.0,6.0,153.0,166.0,3.5,IIIT Allahabad,University of Southern California,3.408
0,0,104.0,0.0,149.0,159.0,3.5,University Vishweriah College of Engineering,University of Southern California,3.3684210526315788
0,44,109.0,2.0,150.0,163.0,4.0,Chhatrapati Shahuji Maharaj University Kanpur,University of Southern California,4.0
0,0,98.0,0.0,151.0,162.0,3.5,SSN College of Engineering,University of Southern California,3.629473684210527
0,0,113.0,0.0,152.0,160.0,3.5,DSI,University of Southern California,3.3684210526315788
0,0,113.0,0.0,167.0,166.0,4.5,Bangalore Institute of Technology,University of Southern California,3.229473684210527
0,0,108.0,0.0,150.0,164.0,3.5,SET JAIN UNIVERSITY,University of Southern California,3.145263157894737
0,0,105.0,0.0,149.0,162.0,4.0,SRM,University of Southern California,3.736
0,0,104.0,0.0,152.0,161.0,3.5,VTU,University of Southern California,3.473684210526316
0,0,112.0,0.0,150.0,161.0,4.0,University of Mumbai,University of Southern California,3.2589473684210533
0,0,106.0,0.0,148.0,165.0,3.5,Thapar University,University of Southern California,3.416
0,0,106.0,0.0,150.0,166.0,4.0,NIT-BHOPAL,University of Southern California,3.5920000000000005
0,0,108.0,0.0,151.0,162.0,3.5,University of Pune,University of Southern California,2.778947368421053
0,0,108.0,0.0,151.0,170.0,4.0,BITS Pilani,University of Southern California,3.28
0,0,118.0,0.0,164.0,168.0,5.0,University of Zurich,University of Southern California,3.89
0,0,116.0,0.0,161.0,168.0,5.0,DA-IICT,University of Southern California,3.3920000000000003
0,0,113.0,0.0,153.0,168.0,4.0,VIT,University of Southern California,3.532
0,29,102.0,5.0,147.0,163.0,3.0,SRM,University of Southern California,3.8000000000000003
0,0,110.0,0.0,157.0,165.0,4.5,NIT Karnataka,University of Southern California,3.3280000000000003
0,0,100.0,0.0,147.0,162.0,3.0,Rajasthan Technical University,University of Southern California,3.1705263157894734
0,0,108.0,0.0,154.0,163.0,3.5,VJTI,University of Southern California,3.3600000000000003
0,0,100.0,0.0,152.0,162.0,4.0,VIT,University of Southern California,3.58
0,0,113.0,0.0,152.0,164.0,4.0,RGPV,University of Southern California,3.3684210526315788
0,0,110.0,0.0,151.0,164.0,3.5,UPTU,University of Southern California,3.5578947368421057
0,0,93.0,0.0,145.0,161.0,3.0,VTU,University of Southern California,3.3010526315789477
0,24,105.0,0.0,157.0,164.0,4.5,NIT Tirchy,University of Southern California,3.144
0,0,102.0,0.0,157.0,170.0,4.0,BITS Pilani,University of Southern California,3.976
0,0,113.0,0.0,155.0,169.0,4.0,Manipal Institue of Technology,University of Southern California,3.9920000000000004
0,0,107.0,0.0,152.0,164.0,3.5,VIT,University of Southern California,3.5600000000000005
12,12,99.0,12.0,147.0,162.0,4.0,Pune University,University of Southern California,3.115789473684211
0,0,108.0,0.0,145.0,161.0,4.0,Chaitanya Bharathi Institute of Technology,University of Southern California,3.7094736842105265
0,0,106.0,0.0,151.0,159.0,3.5,SRM,University of Southern California,3.4896000000000003
0,0,113.0,0.0,159.0,163.0,3.5,Osmania University,University of Southern California,3.28
0,0,96.0,0.0,150.0,160.0,4.0,Sardar Patel College of Engineering,University of Southern California,3.031578947368421
11,40,118.0,2.0,165.0,169.0,5.5,IIT Delhi,University of Pennsylvania,3.64
0,0,105.0,0.0,150.0,164.0,3.5,VTU,University of Pennsylvania,3.3684210526315788
0,0,113.0,0.0,154.0,164.0,4.5,davv,University of Pennsylvania,3.5368421052631582
0,40,98.0,2.0,149.0,167.0,3.5,BIT Mesra,University of Pennsylvania,3.148
0,0,117.0,0.0,161.0,162.0,4.0,BITS Dubai,University of Pennsylvania,3.636
2,7,115.0,2.0,158.0,167.0,4.0,Maharaja Agrasen Institute Of Technology,University of Pennsylvania,3.0189473684210526
0,0,101.0,0.0,161.0,168.0,3.5,Delhi College Of Engineeing,University of Pennsylvania,3.0442105263157897
0,0,111.0,0.0,154.0,161.0,3.5,MIT,University of Pennsylvania,3.512
0,0,108.0,0.0,155.0,168.0,5.0,MSRIT,University of Pennsylvania,3.732
0,0,114.0,0.0,159.0,162.0,4.5,Shah And anchor Kutchhi Engineering College,University of Pennsylvania,3.93
0,0,109.0,0.0,155.0,167.0,4.5,Maharaja Agrasen Institute Of Technology,University of Pennsylvania,3.2
0,0,101.0,0.0,150.0,162.0,4.5,VTU,University of Pennsylvania,3.28421052631579
0,0,104.0,0.0,153.0,164.0,4.0,BMSCE,University of Pennsylvania,3.848
0,0,104.0,0.0,155.0,160.0,3.5,MU,University of Pennsylvania,3.2058947368421054
0,0,106.0,0.0,151.0,167.0,4.0,Delhi College Of Engineeing,University of Pennsylvania,2.947368421052632
0,0,113.0,0.0,162.0,170.0,5.0,BITS Pilani,University of Pennsylvania,2.72
0,0,109.0,0.0,151.0,165.0,4.0,BMSCE,University of Pennsylvania,3.6840000000000006
0,0,115.0,0.0,156.0,163.0,4.0,BITS Pilani,University of Pennsylvania,3.3600000000000003
0,0,113.0,0.0,159.0,170.0,4.5,MSRIT,University of Pennsylvania,3.64
0,0,108.0,0.0,153.0,163.0,4.0,VTU,University of Pennsylvania,3.5233684210526324
0,32,106.0,2.0,156.0,165.0,3.0,NSIT,University of Pennsylvania,3.321263157894737
0,0,119.0,0.0,161.0,161.0,5.5,Anna Univeristy,University of Pennsylvania,3.5200000000000005
0,0,114.0,0.0,159.0,167.0,3.5,R V College of Engineering,University of Pennsylvania,3.504
0,0,109.0,0.0,158.0,164.0,4.0,Osmania University,University of Pennsylvania,3.4585263157894737
0,0,112.0,0.0,158.0,167.0,4.5,Delhi University,University of Pennsylvania,2.9444210526315793
0,0,101.0,0.0,152.0,168.0,3.5,D J Sanghvi,University of Pennsylvania,3.2176842105263157
0,0,118.0,0.0,159.0,169.0,4.5,Netaji Subhas Institute of Technology,University of Pennsylvania,3.1557894736842105
0,0,115.0,0.0,158.0,165.0,4.5,SRM,University of Pennsylvania,3.5524000000000004
6,0,110.0,2.0,152.0,164.0,4.5,BITS Pilani,University of Pennsylvania,0.30778947368421056
0,22,101.0,2.0,153.0,162.0,4.0,NIT,University of Pennsylvania,3.8360000000000003
0,0,108.0,0.0,159.0,162.0,3.5,PSG College of Technology,University of Pennsylvania,3.7600000000000002
0,0,108.0,0.0,159.0,162.0,3.5,PSG College of Technology,University of Pennsylvania,3.7600000000000002
0,0,111.0,0.0,154.0,169.0,3.5,Thapar University,University of Pennsylvania,3.7600000000000002
0,0,112.0,0.0,158.0,165.0,4.5,VTU,University of Pennsylvania,3.708
0,0,107.0,0.0,148.0,162.0,3.5,BITS Dubai,University of Pennsylvania,3.872
0,0,112.0,0.0,155.0,164.0,5.0,VIT,University of Pennsylvania,3.448
0,0,107.0,0.0,157.0,168.0,3.0,IIT BHU,University of Pennsylvania,3.2720000000000002
0,0,106.0,0.0,146.0,163.0,4.0,MU,University of Pennsylvania,3.2
0,0,116.0,0.0,162.0,168.0,5.0,BIT Mesra,University of Pennsylvania,3.644
0,0,114.0,0.0,160.0,170.0,4.0,IIT Kharagpur,University of Pennsylvania,3.468
0,0,114.0,0.0,157.0,166.0,4.0,MSRIT,University of Pennsylvania,3.708
0,0,111.0,0.0,160.0,159.0,4.0,R V College of Engineering,University of Pennsylvania,3.115789473684211
12,0,114.0,0.0,163.0,163.0,4.5,R V College of Engineering,University of Pennsylvania,3.6479999999999997
0,0,110.0,0.0,154.0,168.0,4.0,PSG College of Technology,University of Pennsylvania,3.7159999999999997
0,0,103.0,0.0,152.0,168.0,3.0,Velammal Engineering College,University of Pennsylvania,3.7052631578947373
0,0,118.0,0.0,153.0,169.0,4.5,SSN College of Engineering,University of Pennsylvania,3.5600000000000005
0,34,116.0,2.0,159.0,164.0,4.0,NIT Tirchy,University of Pennsylvania,3.4880000000000004
0,0,112.0,0.0,154.0,169.0,3.0,Zhejiang University,University of Pennsylvania,3.663157894736842
0,0,110.0,0.0,151.0,161.0,4.0,R N S Institute of Technology,University of Pennsylvania,3.1578947368421053
0,0,110.0,0.0,145.0,170.0,4.0,PEC University of Technology,University of Pennsylvania,3.6799999999999997
0,0,105.0,0.0,146.0,164.0,4.0,MSRIT,University of Pennsylvania,3.8360000000000003
0,0,111.0,0.0,160.0,164.0,4.5,VTU,University of Pennsylvania,3.628
0,0,106.0,0.0,150.0,163.0,4.0,Global Academy of Technology,University of Pennsylvania,3.2673684210526313
0,0,114.0,0.0,156.0,165.0,4.0,VTU,University of Pennsylvania,3.2
0,0,116.0,0.0,163.0,167.0,5.5,VIT University,University of Pennsylvania,3.5240000000000005
0,0,109.0,0.0,163.0,170.0,4.0,BITS Pilani,University of Pennsylvania,3.5600000000000005
0,0,115.0,0.0,163.0,152.0,4.0,BITS Pilani,University of Pennsylvania,3.5600000000000005
0,0,103.0,0.0,152.0,168.0,3.5,Sardar Patel University,University of Pennsylvania,3.672
0,0,113.0,0.0,160.0,162.0,4.0,BMSCE,University of Pennsylvania,3.28421052631579
0,0,107.0,0.0,150.0,165.0,3.5,PEC University of Technology,University of Pennsylvania,3.84
0,0,111.0,0.0,156.0,169.0,3.5,Jadavpur University,University of Pennsylvania,3.704
0,0,109.0,0.0,150.0,168.0,4.0,CEG,University of Pennsylvania,3.7200000000000006
0,0,112.0,0.0,156.0,166.0,4.0,LNMIIT,University of Pennsylvania,2.9960000000000004
0,0,111.0,0.0,168.0,168.0,4.0,Sardar Patel College of Engineering,University of Pennsylvania,3.1945263157894743
0,36,109.0,0.0,159.0,167.0,3.5,Pune University,University of Pennsylvania,3.3170526315789477
0,0,111.0,12.0,154.0,168.0,3.5,Netaji Subhas Institute of Technology,University of Pennsylvania,3.069473684210527
0,0,114.0,0.0,151.0,164.0,3.5,MSRIT,University of Pennsylvania,3.944
0,0,114.0,4.0,153.0,162.0,4.5,NSIT,University of Pennsylvania,3.4934736842105263
0,0,110.0,0.0,157.0,170.0,4.0,BITS Goa,University of Pennsylvania,3.3240000000000003
0,0,114.0,0.0,162.0,162.0,4.5,Amity University,University of Pennsylvania,3.476
0,0,105.0,0.0,152.0,166.0,3.5,Bangalore Institute of Technology,University of Pennsylvania,3.3263157894736843
0,0,107.0,0.0,152.0,167.0,4.0,Sardar Patel College of Engineering,University of Pennsylvania,3.094736842105263
0,0,116.0,0.0,155.0,163.0,4.0,MSRIT,University of Pennsylvania,3.6880000000000006
0,0,113.0,3.0,154.0,170.0,4.5,UPTU,University of Pennsylvania,3.313684210526316
0,0,104.0,0.0,154.0,164.0,4.0,BMSCE,University of Pennsylvania,3.1578947368421053
0,0,109.0,0.0,154.0,168.0,4.0,Thapar University,University of Pennsylvania,3.644
0,0,114.0,0.0,159.0,161.0,4.0,GITAM,University of Pennsylvania,3.24
0,0,110.0,1.0,154.0,170.0,4.5,VIT University,University of Pennsylvania,3.6840000000000006
0,0,110.0,0.0,155.0,165.0,4.0,Manipal Institue of Technology,University of Pennsylvania,3.6560000000000006
0,0,107.0,0.0,150.0,165.0,3.5,Thakur College of Engineering and Technology,University of Pennsylvania,3.4534736842105263
0,0,107.0,0.0,166.0,165.0,3.5,NIT Kurukshetra,University of Pennsylvania,3.88
0,0,117.0,0.0,162.0,167.0,4.5,BITS Goa,University of Pennsylvania,3.948
0,0,116.0,0.0,163.0,166.0,4.5,SCT College Of Engineering,University of Pennsylvania,3.348
0,90,118.0,0.0,162.0,166.0,4.5,College of Engineering and Technology,University of Pennsylvania,3.636
0,0,116.0,0.0,160.0,164.0,4.0,VIT,University of Pennsylvania,3.664
0,0,110.0,0.0,152.0,163.0,3.5,Amrita School of Engineering,University of Pennsylvania,3.16
0,0,101.0,0.0,142.0,156.0,3.0,GITAM,University of Pennsylvania,3.44
0,0,109.0,0.0,149.0,165.0,3.5,Sri Jayachamarajendra College of Engineering,University of Pennsylvania,3.8920000000000003
0,0,115.0,0.0,154.0,162.0,3.5,M.V.S.R Engineering College,University of Pennsylvania,3.4526315789473685
0,14,117.0,12.0,165.0,168.0,4.0,BITS Pilani,University of Pennsylvania,3.6479999999999997
0,0,102.0,0.0,149.0,168.0,3.0,BITS Hyderabad,University of Pennsylvania,2.9920000000000004
0,0,111.0,0.0,148.0,163.0,4.5,SPCE,University of Pennsylvania,3.2
0,0,118.0,0.0,159.0,164.0,4.5,VIT University,University of Pennsylvania,3.704
0,0,119.0,0.0,169.0,166.0,4.5,VJTI,University of Pennsylvania,3.4000000000000004
0,12,105.0,0.0,160.0,163.0,3.5,Telangana,University of Pennsylvania,3.3684210526315788
0,0,117.0,0.0,164.0,165.0,4.5,GITAM,University of Pennsylvania,3.132
0,0,105.0,0.0,160.0,162.0,4.0,VTU,University of Pennsylvania,3.6378947368421053
0,0,114.0,0.0,160.0,167.0,4.0,Anna University,University of Pennsylvania,3.2
0,10,108.0,2.0,155.0,164.0,4.5,Anna University,University of Pennsylvania,3.704
0,0,112.0,0.0,150.0,161.0,4.0,University of Mumbai,University of Pennsylvania,3.2589473684210533
0,0,112.0,0.0,154.0,163.0,3.5,Thapar University,University of Pennsylvania,3.9240000000000004
0,0,113.0,0.0,155.0,169.0,4.0,Manipal Institue of Technology,University of Pennsylvania,3.9920000000000004
0,22,99.0,1.0,145.0,159.0,3.5,JNTU,University of North Carolina Charlotte,3.1915789473684213
0,0,101.0,0.0,152.0,165.0,3.5,VTU,University of North Carolina Charlotte,3.629052631578947
0,0,107.0,0.0,144.0,158.0,4.0,MU,University of North Carolina Charlotte,0.0
0,0,97.0,0.0,151.0,166.0,3.0,VJIT JNTUH,University of North Carolina Charlotte,0.0
0,0,97.0,0.0,148.0,158.0,3.0,JNTU,University of North Carolina Charlotte,3.2
0,0,100.0,0.0,152.0,160.0,3.5,CSVTU,University of North Carolina Charlotte,3.073684210526316
0,0,92.0,6.0,146.0,158.0,3.0,St Joseph's College of Engineering,University of North Carolina Charlotte,2.9800000000000004
0,53,92.0,6.0,152.0,161.0,3.0,Pune University,University of North Carolina Charlotte,2.6315789473684212
0,0,101.0,0.0,150.0,165.0,4.0,VTU,University of North Carolina Charlotte,3.2421052631578946
0,0,98.0,0.0,147.0,158.0,3.0,University of Pune,University of North Carolina Charlotte,2.72
0,0,109.0,0.0,156.0,162.0,3.5,Anna University,University of North Carolina Charlotte,2.9320000000000004
0,0,93.0,1.0,149.0,155.0,3.0,Anna University,University of North Carolina Charlotte,3.04
8,0,100.0,6.0,152.0,163.0,3.0,SVCE,University of North Carolina Charlotte,2.9280000000000004
0,29,103.0,0.0,154.0,159.0,3.5,VTU,University of North Carolina Charlotte,2.947368421052632
0,0,100.0,0.0,150.0,165.0,3.5,BITS Pilani,University of North Carolina Charlotte,2.9960000000000004
0,0,97.0,7.0,152.0,161.0,3.0,Pune University,University of North Carolina Charlotte,2.402526315789474
0,0,104.0,0.0,152.0,168.0,3.0,JUET,University of North Carolina Charlotte,2.7600000000000002
0,0,100.0,0.0,147.0,158.0,3.0,Anna University,University of North Carolina Charlotte,3.208
0,36,102.0,0.0,146.0,162.0,3.0,University of Pune,University of North Carolina Charlotte,3.041263157894737
0,0,99.0,0.0,148.0,160.0,3.5,BIT Mesra,University of North Carolina Charlotte,3.4021052631578947
0,0,89.0,0.0,141.0,161.0,2.5,Rajiv Gandhi Technical University,University of North Carolina Charlotte,2.8728421052631585
0,0,104.0,0.0,154.0,158.0,4.0,Bannari Amman Institute Of Technology,University of North Carolina Charlotte,3.468
0,0,95.0,3.0,147.0,160.0,3.5,VNR VJIET,University of North Carolina Charlotte,3.1578947368421053
0,0,102.0,4.0,152.0,158.0,3.0,Osmania University,University of North Carolina Charlotte,2.8210526315789473
29,0,103.0,1.0,155.0,165.0,3.0,JSS Noida,University of North Carolina Charlotte,2.736842105263158
0,0,106.0,0.0,154.0,162.0,3.5,RNSIT,University of North Carolina Charlotte,2.9894736842105267
0,0,103.0,0.0,149.0,161.0,3.0,University of Pune,University of North Carolina Charlotte,2.8210526315789473
0,0,105.0,0.0,152.0,161.0,3.5,Pune University,University of North Carolina Charlotte,2.357894736842105
0,0,88.0,0.0,151.0,166.0,3.0,Uni of Rajasthan,University of North Carolina Charlotte,2.6526315789473687
0,24,116.0,6.0,157.0,162.0,5.0,Symbiosis Institute of Technology,University of North Carolina Charlotte,2.8
0,12,102.0,0.0,150.0,159.0,3.0,MU,University of North Carolina Charlotte,2.5587368421052634
0,24,91.0,0.0,143.0,158.0,3.0,Vidyalankar Institute of Technology,University of North Carolina Charlotte,2.492631578947369
0,0,98.0,0.0,144.0,164.0,3.5,CVRCE,University of North Carolina Charlotte,2.947368421052632
0,0,111.0,2.0,158.0,161.0,4.5,Pune University,University of North Carolina Charlotte,2.736842105263158
0,0,100.0,0.0,152.0,162.0,3.0,West Bengal University Of Technology,University of North Carolina Charlotte,3.048
0,0,106.0,0.0,150.0,155.0,5.5,University of Pune,University of North Carolina Charlotte,3.031578947368421
0,0,103.0,0.0,146.0,161.0,4.0,University of Pune,University of North Carolina Charlotte,2.9524210526315793
0,0,101.0,0.0,150.0,159.0,3.0,University of Pune,University of North Carolina Charlotte,2.5684210526315794
0,0,97.0,0.0,148.0,152.0,3.5,CMRIT,University of North Carolina Charlotte,0.0
0,0,89.0,0.0,142.0,163.0,3.0,SNIST,University of North Carolina Charlotte,0.3452631578947368
0,0,110.0,0.0,157.0,165.0,4.0,University of Pune,University of North Carolina Charlotte,2.623157894736842
0,0,105.0,0.0,145.0,169.0,3.5,MU,University of North Carolina Charlotte,2.4421052631578952
0,36,107.0,0.0,150.0,163.0,3.0,PICT,University of North Carolina Charlotte,2.4000000000000004
0,0,87.0,0.0,145.0,168.0,2.5,CBIT,University of North Carolina Charlotte,3.3684210526315788
0,42,105.0,0.0,150.0,161.0,4.0,VTU,University of North Carolina Charlotte,3.002105263157895
0,0,110.0,0.0,157.0,159.0,3.5,BGIET,University of North Carolina Charlotte,2.6
0,36,97.0,7.0,157.0,163.0,3.0,YMCA,University of North Carolina Charlotte,3.376
0,0,105.0,0.0,156.0,168.0,3.0,GCET Sardar Patel University,University of North Carolina Charlotte,2.552
0,0,94.0,0.0,149.0,163.0,3.5,Dharamsinh Desai University,University of North Carolina Charlotte,2.736842105263158
0,56,105.0,0.0,153.0,160.0,4.0,Pune University,University of North Carolina Charlotte,2.5263157894736845
0,0,95.0,0.0,148.0,159.0,3.5,Guru Nanak Dev University Amritsar,University of North Carolina Charlotte,3.2421052631578946
0,30,114.0,8.0,159.0,155.0,4.0,SRM,University of North Carolina Charlotte,2.9936000000000003
0,0,98.0,0.0,150.0,156.0,4.0,VTU,University of North Carolina Charlotte,3.2715789473684214
0,0,98.0,0.0,151.0,159.0,3.5,SRKNEC,University of North Carolina Charlotte,2.5684210526315794
0,0,101.0,0.0,147.0,155.0,3.0,University of Mumbai,University of North Carolina Charlotte,2.7675789473684214
0,0,90.0,0.0,149.0,161.0,3.0,University College of Engineering,University of North Carolina Charlotte,3.068
0,0,91.0,0.0,152.0,153.0,2.0,IIPS DAVV,University of North Carolina Charlotte,3.4526315789473685
0,0,106.0,0.0,154.0,162.0,4.0,Sreenidhi Institute of Science & Technology,University of North Carolina Charlotte,3.5511578947368423
0,0,102.0,0.0,155.0,162.0,3.0,JNTU,University of North Carolina Charlotte,3.2677894736842106
0,0,102.0,0.0,145.0,161.0,3.5,West Bengal University Of Technology,University of North Carolina Charlotte,3.128
0,0,109.0,0.0,149.0,158.0,4.0,GITAM,University of North Carolina Charlotte,2.8800000000000003
0,0,103.0,0.0,148.0,156.0,3.0,West Bengal University Of Technology,University of North Carolina Charlotte,3.0440000000000005
5,20,96.0,3.0,148.0,160.0,3.0,Netaji Subhas Institute of Technology,University of North Carolina Charlotte,2.9600000000000004
0,0,113.0,0.0,150.0,159.0,4.0,SSN College of Engineering,University of North Carolina Charlotte,3.3263157894736843
0,0,113.0,0.0,156.0,164.0,3.5,University of Pune,University of North Carolina Charlotte,2.9894736842105267
0,16,108.0,0.0,154.0,164.0,3.5,Walchand College Of Engineering,University of North Carolina Charlotte,2.8960000000000004
0,28,113.0,0.0,153.0,166.0,3.5,VTU,University of North Carolina Charlotte,2.736842105263158
0,0,113.0,0.0,159.0,166.0,4.5,University of Pune,University of North Carolina Charlotte,2.5381052631578953
0,0,114.0,0.0,158.0,155.0,3.5,RMK Engineering College,University of North Carolina Charlotte,3.3600000000000003
0,0,103.0,0.0,154.0,167.0,4.0,LNMIIT,University of North Carolina Charlotte,2.532
0,0,109.0,0.0,158.0,167.0,4.0,YMCA,University of North Carolina Charlotte,2.68
0,0,102.0,0.0,151.0,161.0,3.5,RAIT,University of North Carolina Charlotte,2.8715789473684215
0,0,101.0,0.0,139.0,158.0,3.0,Gujarat Technological University,University of North Carolina Charlotte,2.9920000000000004
0,0,98.0,0.0,150.0,161.0,2.5,Anil Neerukonda Institue of Technology and Sciences,University of North Carolina Charlotte,2.6526315789473687
0,6,90.0,2.0,144.0,166.0,3.0,Manipal Institue of Technology,University of North Carolina Charlotte,2.64
0,15,104.0,3.0,149.0,166.0,3.5,R.N.S.I.T / VTU,University of North Carolina Charlotte,2.863157894736842
0,0,112.0,0.0,150.0,169.0,4.0,Amrita School of Engineering,University of North Carolina Charlotte,2.9920000000000004
0,0,105.0,0.0,152.0,159.0,3.0,SSN College of Engineering,University of North Carolina Charlotte,3.115789473684211
0,0,109.0,0.0,157.0,162.0,3.5,SRM,University of North Carolina Charlotte,3.2920000000000003
0,0,102.0,0.0,149.0,161.0,3.5,Manipal Institue of Technology,University of North Carolina Charlotte,3.5840000000000005
0,0,100.0,0.0,153.0,165.0,3.5,UPTU,University of North Carolina Charlotte,2.863157894736842
0,27,94.0,0.0,146.0,165.0,3.0,VIT University,University of North Carolina Charlotte,3.34
0,0,101.0,0.0,147.0,158.0,3.5,RNSIT,University of North Carolina Charlotte,0.3368421052631579
0,0,104.0,0.0,149.0,158.0,3.5,VIT University,University of North Carolina Charlotte,0.0
0,0,107.0,0.0,153.0,159.0,4.0,JNTU,University of North Carolina Charlotte,2.5263157894736845
0,0,94.0,0.0,145.0,154.0,3.0,Anna University,University of North Carolina Charlotte,3.410526315789474
0,0,92.0,0.0,146.0,159.0,3.0,SSN College of Engineering,University of North Carolina Charlotte,3.3263157894736843
0,0,105.0,0.0,150.0,164.0,3.5,SCOET,University of North Carolina Charlotte,2.863157894736842
0,12,95.0,0.0,147.0,162.0,3.0,University of Pune,University of North Carolina Charlotte,2.610526315789474
0,0,100.0,0.0,146.0,161.0,4.0,Bharath University,University of North Carolina Charlotte,2.8640000000000003
0,0,101.0,0.0,145.0,163.0,3.0,Nagarjuna University,University of North Carolina Charlotte,3.4640000000000004
0,0,103.0,0.0,148.0,163.0,4.0,WBUT,University of North Carolina Charlotte,3.38
0,0,110.0,0.0,160.0,161.0,4.0,NIT Delhi,University of North Carolina Charlotte,3.3520000000000003
0,0,92.0,0.0,150.0,158.0,3.5,WBUT,University of North Carolina Charlotte,3.908
0,0,96.0,0.0,148.0,163.0,3.0,MSRIT,University of North Carolina Charlotte,3.4840000000000004
0,0,96.0,0.0,144.0,155.0,3.5,VTU,University of North Carolina Charlotte,3.2421052631578946
0,38,108.0,0.0,149.0,154.0,4.0,Anna University,University of North Carolina Charlotte,3.115789473684211
0,0,112.0,0.0,145.0,159.0,3.0,Gujarat Technological University,University of North Carolina Charlotte,3.376
0,0,95.0,0.0,142.0,163.0,3.5,D J Sanghvi,University of North Carolina Charlotte,2.736842105263158
0,0,111.0,0.0,152.0,162.0,4.0,MU,University of North Carolina Charlotte,2.8210526315789473
0,30,109.0,0.0,154.0,164.0,3.5,MU,University of North Carolina Charlotte,2.9397894736842103
0,0,98.0,0.0,139.0,159.0,3.5,Saurashtra University,University of North Carolina Charlotte,2.863157894736842
0,0,105.0,0.0,162.0,148.0,3.0,MITS Rajasthan,University of North Carolina Charlotte,2.5600000000000005
0,0,115.0,0.0,158.0,165.0,4.5,SRM,University of North Carolina Charlotte,3.5524000000000004
0,0,108.0,0.0,149.0,161.0,4.0,R.N.S.I.T (VTU),University of North Carolina Charlotte,2.736842105263158
0,0,98.0,0.0,147.0,161.0,3.0,Dr. Ambedkar Institute of technology,University of North Carolina Charlotte,3.2703157894736843
0,0,106.0,6.0,150.0,170.0,3.5,IIT Bombay,University of North Carolina Charlotte,3.24
0,0,108.0,0.0,155.0,159.0,4.5,VTU,University of North Carolina Charlotte,2.9347368421052633
0,22,102.0,2.0,151.0,160.0,4.0,SRM,University of North Carolina Charlotte,3.436
0,46,110.0,0.0,163.0,163.0,4.0,Goa University,University of North Carolina Charlotte,3.104
0,0,87.0,0.0,145.0,155.0,3.0,sgdcoe jalgaon,University of North Carolina Charlotte,3.115789473684211
0,34,87.0,12.0,146.0,161.0,3.0,G.H. Patel College of Engineering and Technology,University of North Carolina Charlotte,2.988
0,0,98.0,0.0,153.0,165.0,3.0,D J Sanghvi,University of North Carolina Charlotte,2.947368421052632
0,36,100.0,0.0,145.0,160.0,3.5,MU,University of North Carolina Charlotte,2.736842105263158
0,0,90.0,0.0,148.0,161.0,3.5,Anna University,University of North Carolina Charlotte,3.12
0,0,110.0,0.0,155.0,168.0,4.0,MU,University of North Carolina Charlotte,2.3157894736842106
