researchExp,industryExp,toeflScore,internExp,greV,greQ,greA,univName,cgpa_4
0,0,113.0,0.0,160.0,159.0,4.0,University of Cincinnati,3.2421052631578946
0,0,105.0,0.0,146.0,167.0,4.0,University of Cincinnati,2.9052631578947365
0,0,100.0,0.0,155.0,164.0,3.5,University of Cincinnati,3.0315789473684216
0,11,109.0,8.0,154.0,166.0,3.0,University of Cincinnati,3.0280000000000005
0,0,104.0,0.0,151.0,158.0,3.5,University of Cincinnati,3.2
0,25,103.0,0.0,154.0,164.0,3.0,University of Cincinnati,0.0
0,0,107.0,0.0,159.0,162.0,5.0,University of Cincinnati,3.28421052631579
0,0,95.0,0.0,149.0,152.0,3.5,University of Cincinnati,3.3263157894736843
0,0,108.0,0.0,148.0,161.0,4.5,University of Cincinnati,3.2
0,0,102.0,0.0,154.0,162.0,3.5,University of Cincinnati,3.494736842105264
3,52,100.0,0.0,149.0,156.0,3.0,University of Cincinnati,3.6439999999999997
0,0,104.0,0.0,149.0,164.0,3.0,University of Cincinnati,3.28
0,0,107.0,0.0,154.0,164.0,3.0,University of Cincinnati,3.0
0,0,100.0,0.0,149.0,161.0,4.5,University of Cincinnati,3.616
0,0,87.0,0.0,142.0,156.0,2.5,University of Cincinnati,3.22821052631579
24,3,114.0,2.0,157.0,161.0,4.5,University of Cincinnati,3.13
0,0,107.0,0.0,153.0,163.0,3.5,University of Cincinnati,3.372
0,11,117.0,0.0,156.0,164.0,4.0,University of Cincinnati,3.0315789473684216
0,33,111.0,2.0,155.0,163.0,4.5,University of Cincinnati,3.185684210526316
0,0,109.0,0.0,157.0,162.0,4.0,University of Cincinnati,3.2
0,0,106.0,4.0,143.0,162.0,4.0,University of Cincinnati,3.0280000000000005
0,0,116.0,0.0,154.0,162.0,3.5,University of Cincinnati,2.5389473684210526
0,0,108.0,0.0,158.0,165.0,4.0,University of Cincinnati,3.357894736842105
0,0,117.0,0.0,157.0,158.0,4.0,University of Cincinnati,3.2071578947368424
0,42,112.0,0.0,159.0,168.0,4.5,University of Cincinnati,2.8576842105263163
0,0,108.0,0.0,145.0,170.0,3.0,University of Cincinnati,3.408
0,0,108.0,0.0,152.0,162.0,3.5,University of Cincinnati,3.2
0,0,98.0,0.0,145.0,151.0,3.0,University of Cincinnati,3.0239999999999996
0,0,104.0,0.0,149.0,163.0,3.0,University of Cincinnati,3.76
0,0,108.0,0.0,156.0,158.0,3.0,University of Cincinnati,3.2
0,30,104.0,0.0,159.0,168.0,3.5,University of Cincinnati,2.9515789473684215
0,29,109.0,0.0,155.0,160.0,3.5,University of Cincinnati,2.6105263157894742
0,0,102.0,0.0,152.0,159.0,4.0,University of Cincinnati,2.772
0,0,115.0,0.0,161.0,169.0,4.5,University of Cincinnati,3.516
0,0,108.0,0.0,155.0,165.0,3.5,University of Cincinnati,2.9052631578947365
0,24,109.0,0.0,154.0,160.0,3.5,University of Cincinnati,3.3840000000000003
0,24,109.0,0.0,153.0,166.0,3.5,University of Cincinnati,3.748
0,0,107.0,0.0,150.0,167.0,4.5,University of Cincinnati,3.4000000000000004
0,0,100.0,0.0,154.0,163.0,3.0,University of Cincinnati,3.4000000000000004
0,0,93.0,0.0,151.0,166.0,3.5,University of Cincinnati,0.0
0,0,100.0,0.0,154.0,164.0,3.5,University of Cincinnati,3.112
0,0,108.0,0.0,147.0,163.0,4.0,University of Cincinnati,3.28421052631579
0,0,109.0,0.0,159.0,164.0,4.0,University of Cincinnati,2.9002105263157896
0,0,101.0,0.0,152.0,163.0,3.5,University of Cincinnati,3.2421052631578946
0,0,116.0,0.0,154.0,160.0,4.0,University of Cincinnati,2.6947368421052635
0,0,109.0,0.0,155.0,165.0,3.0,University of Cincinnati,2.8040000000000003
0,36,102.0,0.0,148.0,163.0,3.0,University of Cincinnati,3.6800000000000006
0,38,107.0,0.0,153.0,158.0,3.5,University of Cincinnati,3.0315789473684216
0,0,108.0,0.0,157.0,158.0,3.5,University of Cincinnati,2.6526315789473687
0,0,90.0,0.0,142.0,168.0,3.0,University of Cincinnati,3.256
0,0,103.0,0.0,152.0,163.0,3.0,University of Cincinnati,3.0760000000000005
0,0,100.0,0.0,156.0,164.0,4.0,University of Cincinnati,0.0
0,0,102.0,0.0,150.0,160.0,3.5,University of Cincinnati,3.1157894736842113
0,0,109.0,0.0,157.0,157.0,4.0,University of Cincinnati,3.4360000000000004
0,0,113.0,0.0,153.0,163.0,4.0,University of Cincinnati,3.3600000000000003
0,0,112.0,0.0,162.0,154.0,4.0,University of Cincinnati,3.2
0,19,105.0,0.0,155.0,167.0,4.5,University of Cincinnati,2.9031578947368426
0,0,86.0,0.0,151.0,160.0,3.0,University of Cincinnati,3.64
0,0,119.0,0.0,165.0,153.0,5.5,University of Cincinnati,3.1578947368421053
0,0,101.0,0.0,150.0,161.0,3.5,University of Cincinnati,3.3520000000000003
0,0,100.0,0.0,150.0,158.0,3.5,University of Cincinnati,3.221052631578948
0,32,104.0,0.0,152.0,161.0,4.0,University of Cincinnati,3.0947368421052635
0,28,107.0,0.0,151.0,159.0,4.0,University of Cincinnati,3.0214736842105268
0,0,110.0,0.0,159.0,164.0,3.5,University of Cincinnati,2.9052631578947365
2,18,110.0,2.0,150.0,158.0,3.5,University of Cincinnati,3.3684210526315788
0,0,118.0,0.0,155.0,157.0,5.0,University of Cincinnati,0.0
0,0,82.0,0.0,142.0,163.0,3.0,University of Cincinnati,3.073684210526316
0,0,106.0,0.0,153.0,163.0,3.0,University of Cincinnati,2.900631578947369
0,0,113.0,0.0,155.0,162.0,3.5,University of Cincinnati,2.947368421052632
0,0,106.0,0.0,153.0,163.0,3.5,University of Cincinnati,3.347368421052632
0,0,108.0,0.0,153.0,164.0,4.0,University of Cincinnati,3.1578947368421053
0,0,113.0,0.0,162.0,156.0,3.5,University of Cincinnati,2.9600000000000004
0,0,105.0,0.0,157.0,159.0,3.5,University of Cincinnati,3.1578947368421053
0,0,114.0,0.0,158.0,162.0,4.0,University of Cincinnati,2.62
0,0,95.0,0.0,148.0,160.0,3.0,University of Cincinnati,3.648
0,0,118.0,0.0,161.0,158.0,4.5,University of Cincinnati,2.6105263157894742
0,12,104.0,2.0,154.0,164.0,3.0,University of Cincinnati,3.1239999999999997
0,0,110.0,0.0,158.0,167.0,3.0,University of Cincinnati,3.4920000000000004
0,0,107.0,0.0,154.0,162.0,4.0,University of Cincinnati,3.83
0,0,114.0,0.0,156.0,162.0,3.5,University of Cincinnati,3.26
0,0,102.0,0.0,151.0,167.0,3.5,University of Cincinnati,3.1284210526315785
0,0,115.0,0.0,160.0,170.0,5.0,University of Cincinnati,2.3600000000000003
0,0,106.0,0.0,151.0,164.0,3.5,University of Cincinnati,3.3680000000000003
0,0,111.0,0.0,151.0,159.0,3.0,University of Cincinnati,3.2370526315789467
0,40,100.0,0.0,149.0,164.0,3.5,University of Cincinnati,3.44
0,0,108.0,0.0,150.0,167.0,4.0,University of Cincinnati,3.1747368421052635
0,0,101.0,0.0,150.0,158.0,4.0,University of Cincinnati,2.9263157894736844
0,33,102.0,6.0,150.0,158.0,3.5,University of Cincinnati,3.68
0,0,107.0,0.0,154.0,163.0,4.0,University of Cincinnati,2.7789473684210533
0,0,104.0,0.0,147.0,162.0,4.0,University of Cincinnati,3.212
0,0,101.0,0.0,152.0,163.0,3.0,University of Cincinnati,3.4105263157894736
0,30,93.0,0.0,148.0,163.0,3.5,University of Cincinnati,3.3280000000000003
0,0,110.0,0.0,156.0,168.0,3.5,University of Cincinnati,2.9810526315789474
0,0,104.0,0.0,152.0,161.0,3.5,University of Cincinnati,3.0
0,0,103.0,0.0,156.0,159.0,3.0,University of Cincinnati,3.85
0,0,105.0,0.0,152.0,167.0,3.5,University of Cincinnati,0.3031578947368421
0,0,108.0,0.0,155.0,158.0,3.5,University of Cincinnati,2.9052631578947365
0,0,109.0,0.0,155.0,164.0,4.0,University of Cincinnati,3.34
0,0,112.0,0.0,156.0,162.0,4.0,University of Cincinnati,3.0105263157894737
0,0,107.0,0.0,158.0,164.0,4.0,University of Cincinnati,3.3684210526315788
0,0,107.0,0.0,158.0,164.0,4.0,University of Cincinnati,3.3684210526315788
0,43,105.0,0.0,155.0,163.0,3.0,University of Cincinnati,3.2
0,0,101.0,0.0,154.0,161.0,3.5,University of Cincinnati,2.5473684210526315
0,0,106.0,0.0,148.0,164.0,3.0,University of Cincinnati,3.716
0,66,108.0,0.0,157.0,159.0,4.5,University of Cincinnati,2.7039999999999997
0,0,100.0,0.0,149.0,159.0,4.0,University of Cincinnati,3.28
0,0,109.0,0.0,149.0,165.0,3.5,University of Cincinnati,2.4421052631578952
0,31,116.0,0.0,157.0,162.0,3.5,University of Cincinnati,2.9894736842105267
0,0,109.0,0.0,163.0,161.0,3.5,University of Cincinnati,0.0
0,0,98.0,0.0,150.0,163.0,3.5,University of Cincinnati,3.136
0,0,113.0,0.0,155.0,163.0,3.0,University of Cincinnati,3.3355789473684214
0,0,106.0,0.0,151.0,160.0,3.5,University of Cincinnati,2.98
0,0,100.0,0.0,148.0,160.0,3.0,University of Cincinnati,2.357894736842105
0,0,111.0,0.0,154.0,159.0,4.0,University of Cincinnati,3.621052631578948
0,0,116.0,0.0,162.0,161.0,4.5,University of Cincinnati,3.28
0,0,110.0,0.0,153.0,165.0,4.5,University of Cincinnati,2.4800000000000004
0,39,108.0,9.0,154.0,164.0,4.0,University of Cincinnati,3.1242105263157898
0,0,109.0,0.0,160.0,165.0,4.0,University of Cincinnati,3.1839999999999997
0,0,117.0,0.0,155.0,165.0,4.5,University of Cincinnati,3.516
0,0,110.0,0.0,154.0,166.0,4.0,University of Cincinnati,3.596
0,0,86.0,0.0,150.0,162.0,3.0,University of Cincinnati,3.1239999999999997
0,0,114.0,0.0,162.0,166.0,4.0,University of Cincinnati,3.3200000000000003
0,0,111.0,0.0,154.0,163.0,4.0,University of Cincinnati,3.2644210526315782
0,0,100.0,0.0,156.0,165.0,3.5,University of Cincinnati,2.9600000000000004
0,29,106.0,0.0,152.0,161.0,4.0,University of Cincinnati,3.2039999999999997
0,53,91.0,0.0,147.0,161.0,3.0,University of Cincinnati,3.073684210526316
22,24,95.0,4.0,148.0,162.0,3.5,University of Cincinnati,3.508
0,60,107.0,2.0,152.0,163.0,3.5,University of Cincinnati,2.68
0,0,98.0,0.0,153.0,159.0,3.0,University of Cincinnati,3.54
0,0,105.0,0.0,151.0,170.0,4.0,University of Cincinnati,2.62
0,0,116.0,5.0,159.0,162.0,4.0,University of Cincinnati,3.317894736842105
0,0,109.0,0.0,155.0,164.0,3.5,University of Cincinnati,3.532
0,0,101.0,0.0,157.0,167.0,4.0,University of Cincinnati,3.24
0,0,94.0,0.0,149.0,161.0,3.0,University of Cincinnati,3.2880000000000003
0,0,107.0,0.0,154.0,160.0,3.5,University of Cincinnati,2.4000000000000004
0,0,101.0,0.0,144.0,160.0,4.0,University of Cincinnati,3.073684210526316
0,0,108.0,0.0,157.0,157.0,3.0,University of Cincinnati,3.85
0,19,87.0,0.0,145.0,161.0,3.0,University of Cincinnati,3.04
0,0,109.0,0.0,154.0,168.0,4.5,University of Cincinnati,2.7789473684210533
0,0,108.0,0.0,148.0,167.0,4.5,University of Cincinnati,3.650526315789474
0,0,109.0,0.0,155.0,160.0,3.0,University of Cincinnati,2.9052631578947365
0,0,108.0,0.0,162.0,162.0,4.0,University of Cincinnati,2.8210526315789477
0,0,116.0,0.0,158.0,159.0,4.0,University of Cincinnati,3.1157894736842113
0,0,97.0,0.0,151.0,162.0,3.0,University of Cincinnati,3.472
0,0,112.0,0.0,159.0,168.0,4.0,University of Cincinnati,3.1284210526315785
0,0,96.0,0.0,144.0,163.0,3.0,University of Cincinnati,2.7789473684210533
0,0,109.0,0.0,149.0,161.0,3.5,University of Cincinnati,3.3200000000000003
0,60,110.0,0.0,163.0,165.0,4.0,University of Cincinnati,0.0
0,42,114.0,0.0,165.0,161.0,4.0,University of Cincinnati,3.2884210526315782
0,0,110.0,0.0,157.0,161.0,3.0,University of Cincinnati,0.0
0,0,102.0,0.0,151.0,167.0,3.0,University of Cincinnati,3.648
0,24,107.0,6.0,153.0,161.0,3.5,University of Cincinnati,3.2039999999999997
0,0,98.0,0.0,145.0,155.0,3.5,University of Cincinnati,3.3389473684210524
0,0,103.0,0.0,155.0,161.0,4.5,University of Cincinnati,2.5263157894736845
0,45,105.0,0.0,154.0,168.0,3.0,University of Cincinnati,2.9894736842105267
0,0,97.0,0.0,149.0,157.0,3.0,University of Cincinnati,3.1157894736842113
0,0,112.0,0.0,162.0,155.0,4.0,University of Cincinnati,3.5240000000000005
0,0,114.0,0.0,159.0,161.0,4.0,University of Cincinnati,3.24
0,0,105.0,0.0,155.0,164.0,3.5,University of Cincinnati,3.4280000000000004
0,0,105.0,0.0,150.0,164.0,3.5,University of Cincinnati,2.9052631578947365
0,0,112.0,0.0,154.0,167.0,4.0,University of Cincinnati,3.2200000000000006
0,0,103.0,0.0,154.0,159.0,4.0,University of Cincinnati,3.3263157894736843
0,21,108.0,0.0,159.0,157.0,3.0,University of Cincinnati,3.3960000000000004
0,46,107.0,0.0,158.0,170.0,4.0,University of Cincinnati,3.5368421052631582
0,0,106.0,0.0,153.0,164.0,3.5,University of Cincinnati,3.2
0,0,109.0,1.0,159.0,166.0,4.0,University of Cincinnati,3.4360000000000004
0,0,114.0,0.0,153.0,161.0,4.0,University of Cincinnati,2.863157894736842
0,8,103.0,0.0,152.0,170.0,3.5,University of Cincinnati,3.3263157894736843
0,0,110.0,0.0,153.0,161.0,4.0,University of Cincinnati,3.1494736842105264
0,48,111.0,1.0,153.0,160.0,4.0,University of Cincinnati,2.9684210526315797
0,0,114.0,0.0,161.0,164.0,4.0,University of Cincinnati,3.121684210526316
0,0,115.0,0.0,166.0,161.0,4.0,University of Cincinnati,0.0
0,19,101.0,0.0,152.0,158.0,3.0,University of Cincinnati,3.216842105263158
0,31,108.0,0.0,161.0,167.0,3.5,University of Cincinnati,3.6
0,0,112.0,0.0,151.0,160.0,3.5,University of Cincinnati,3.6
0,0,113.0,0.0,157.0,163.0,4.0,University of Cincinnati,3.3389473684210524
0,23,112.0,0.0,161.0,163.0,4.5,University of Cincinnati,3.28
0,0,103.0,0.0,160.0,163.0,3.0,University of Cincinnati,3.4526315789473685
0,69,95.0,0.0,147.0,156.0,3.0,University of Cincinnati,2.8210526315789477
0,0,114.0,0.0,157.0,161.0,5.0,University of Cincinnati,3.26
0,0,95.0,0.0,161.0,157.0,3.0,University of Cincinnati,2.94
0,0,110.0,0.0,158.0,161.0,4.0,University of Cincinnati,3.74
20,28,110.0,96.0,159.0,167.0,3.5,University of Cincinnati,3.38
0,0,102.0,0.0,151.0,159.0,3.5,University of Cincinnati,3.44
0,0,99.0,0.0,156.0,161.0,4.0,University of Cincinnati,2.863157894736842
0,0,115.0,0.0,151.0,157.0,4.0,University of Cincinnati,2.8000000000000003
0,0,111.0,0.0,156.0,162.0,4.0,University of Cincinnati,3.08
0,48,105.0,4.0,150.0,163.0,3.5,University of Cincinnati,0.34189473684210525
0,0,110.0,0.0,151.0,160.0,3.5,University of Cincinnati,2.863157894736842
0,0,99.0,0.0,153.0,170.0,3.0,University of Cincinnati,3.5368421052631582
0,0,106.0,0.0,149.0,156.0,3.0,University of Cincinnati,3.34
0,0,111.0,0.0,154.0,163.0,3.5,University of Cincinnati,3.1157894736842113
0,0,115.0,0.0,162.0,167.0,4.5,University of Cincinnati,2.5010526315789474
0,0,116.0,0.0,164.0,165.0,4.5,University of Cincinnati,3.8
0,0,101.0,0.0,155.0,163.0,3.5,University of Cincinnati,3.5600000000000005
0,43,106.0,0.0,155.0,159.0,2.5,University of Cincinnati,3.301052631578948
0,18,115.0,0.0,159.0,168.0,4.0,University of Cincinnati,3.04
0,0,105.0,0.0,150.0,165.0,3.0,University of Cincinnati,2.9894736842105267
0,20,116.0,0.0,157.0,164.0,3.5,University of Cincinnati,2.8080000000000003
0,11,118.0,0.0,161.0,161.0,4.0,University of Cincinnati,0.0
0,0,107.0,0.0,152.0,162.0,3.5,University of Cincinnati,2.6947368421052635
13,21,116.0,1.0,167.0,167.0,5.0,University of Cincinnati,3.28
0,0,109.0,0.0,156.0,164.0,3.0,University of Cincinnati,2.9440000000000004
0,0,112.0,0.0,159.0,169.0,3.5,University of Cincinnati,3.4526315789473685
0,0,102.0,0.0,153.0,164.0,3.0,University of Cincinnati,3.1157894736842113
0,0,108.0,0.0,155.0,158.0,3.5,University of Cincinnati,3.312
0,0,93.0,0.0,150.0,163.0,3.0,University of Cincinnati,3.2039999999999997
0,0,105.0,0.0,147.0,163.0,3.0,University of Cincinnati,3.5368421052631582
0,0,102.0,0.0,151.0,157.0,4.0,University of Cincinnati,2.6947368421052635
0,0,104.0,0.0,153.0,163.0,4.0,University of Cincinnati,2.4421052631578952
6,0,99.0,0.0,147.0,159.0,3.0,University of Cincinnati,3.408
0,0,108.0,0.0,162.0,170.0,4.0,University of Cincinnati,2.4600000000000004
0,0,111.0,0.0,162.0,165.0,3.5,University of Cincinnati,3.0762105263157897
0,0,100.0,0.0,151.0,162.0,3.5,University of Cincinnati,3.0
0,0,99.0,0.0,148.0,168.0,3.0,University of Cincinnati,3.3200000000000003
0,0,104.0,0.0,157.0,161.0,4.0,University of Cincinnati,3.1919999999999997
0,0,113.0,0.0,150.0,169.0,4.0,University of Cincinnati,3.28421052631579
0,12,95.0,8.0,145.0,162.0,3.0,University of Cincinnati,3.4526315789473685
24,0,94.0,3.0,148.0,163.0,3.0,University of Cincinnati,3.576
0,0,93.0,0.0,153.0,158.0,3.0,University of Cincinnati,3.2
0,24,93.0,7.0,149.0,166.0,3.5,University of Cincinnati,3.136
0,24,98.0,0.0,147.0,164.0,3.0,University of Cincinnati,3.2
0,0,104.0,0.0,150.0,170.0,3.0,University of Cincinnati,3.0315789473684216
0,0,112.0,0.0,154.0,165.0,4.0,University of California Irvine,3.4648421052631586
0,0,109.0,0.0,156.0,158.0,3.0,University of California Irvine,3.408
0,0,98.0,0.0,145.0,163.0,3.5,University of California Irvine,3.334736842105264
0,0,114.0,0.0,163.0,160.0,3.5,University of California Irvine,3.1578947368421053
0,0,87.0,0.0,150.0,162.0,3.0,University of California Irvine,3.3600000000000003
0,0,109.0,0.0,162.0,170.0,4.0,University of California Irvine,3.1578947368421053
0,24,115.0,0.0,157.0,162.0,4.0,University of California Irvine,3.7200000000000006
0,0,110.0,0.0,149.0,161.0,3.5,University of California Irvine,0.36378947368421055
0,0,108.0,0.0,152.0,164.0,4.0,University of California Irvine,2.8210526315789477
0,30,111.0,0.0,158.0,162.0,3.0,University of California Irvine,3.2760000000000002
3,0,112.0,6.0,157.0,168.0,4.0,University of California Irvine,3.468
0,0,98.0,0.0,151.0,163.0,4.0,University of California Irvine,3.181473684210527
0,0,110.0,0.0,156.0,161.0,3.0,University of California Irvine,3.24
0,0,106.0,0.0,147.0,163.0,3.5,University of California Irvine,3.6039999999999996
0,0,111.0,0.0,158.0,156.0,3.0,University of California Irvine,2.8800000000000003
2,0,115.0,2.0,158.0,166.0,4.0,University of California Irvine,3.6392
0,0,109.0,6.0,151.0,159.0,3.5,University of California Irvine,3.28421052631579
0,0,100.0,0.0,152.0,164.0,3.5,University of California Irvine,3.624000000000001
0,0,116.0,0.0,151.0,163.0,3.5,University of California Irvine,3.668
0,0,115.0,0.0,160.0,164.0,4.5,University of California Irvine,3.136842105263158
0,0,110.0,0.0,158.0,170.0,4.0,University of California Irvine,3.92
0,0,113.0,0.0,156.0,170.0,4.0,University of California Irvine,3.1157894736842113
0,24,113.0,2.0,157.0,170.0,3.5,University of California Irvine,3.3960000000000004
0,28,113.0,0.0,153.0,166.0,3.5,University of California Irvine,2.736842105263158
0,30,111.0,0.0,154.0,164.0,4.0,University of California Irvine,3.3263157894736843
0,0,117.0,0.0,162.0,170.0,4.5,University of California Irvine,3.2840000000000007
0,31,107.0,0.0,150.0,166.0,3.5,University of California Irvine,2.948631578947369
0,0,119.0,0.0,157.0,166.0,4.0,University of California Irvine,3.3920000000000003
0,0,107.0,0.0,149.0,165.0,3.5,University of California Irvine,3.468
0,0,100.0,0.0,148.0,161.0,3.5,University of California Irvine,3.48
0,36,108.0,1.0,153.0,162.0,3.5,University of California Irvine,2.9894736842105267
0,0,116.0,0.0,155.0,167.0,4.0,University of California Irvine,3.403368421052632
0,22,101.0,2.0,153.0,162.0,4.0,University of California Irvine,3.836
0,27,103.0,7.0,153.0,169.0,3.0,University of California Irvine,3.38
0,0,113.0,0.0,156.0,167.0,3.5,University of California Irvine,3.97
0,0,92.0,0.0,151.0,164.0,3.0,University of California Irvine,3.5840000000000005
0,0,115.0,0.0,162.0,161.0,4.0,University of California Irvine,3.2
0,0,119.0,0.0,155.0,169.0,4.0,University of California Irvine,3.4526315789473685
0,0,105.0,0.0,155.0,162.0,3.5,University of California Irvine,3.1717894736842105
0,0,108.0,0.0,154.0,167.0,3.5,University of California Irvine,3.636
0,18,107.0,1.0,154.0,162.0,3.5,University of California Irvine,2.9560000000000004
0,0,106.0,0.0,146.0,163.0,4.0,University of California Irvine,3.2
0,0,114.0,1.0,159.0,162.0,4.0,University of California Irvine,3.1157894736842113
0,7,114.0,9.0,166.0,170.0,3.5,University of California Irvine,2.68
12,0,114.0,0.0,163.0,163.0,4.5,University of California Irvine,3.648
0,41,117.0,0.0,158.0,167.0,5.0,University of California Irvine,3.4526315789473685
0,0,112.0,0.0,159.0,170.0,3.0,University of California Irvine,3.1157894736842113
0,0,95.0,0.0,146.0,159.0,3.0,University of California Irvine,3.3200000000000003
24,0,113.0,8.0,160.0,163.0,4.5,University of California Irvine,3.0315789473684216
0,32,108.0,0.0,148.0,170.0,4.0,University of California Irvine,3.852
0,0,116.0,0.0,162.0,164.0,4.0,University of California Irvine,3.74
0,0,107.0,0.0,158.0,161.0,4.0,University of California Irvine,3.5920000000000005
0,0,115.0,0.0,161.0,169.0,4.5,University of California Irvine,3.516
0,0,98.0,0.0,152.0,165.0,4.0,University of California Irvine,3.6439999999999997
1,0,107.0,3.0,151.0,161.0,4.0,University of California Irvine,3.74
0,0,116.0,0.0,162.0,162.0,4.0,University of California Irvine,0.0
0,0,117.0,0.0,153.0,158.0,4.0,University of California Irvine,3.1578947368421053
0,0,100.0,0.0,140.0,161.0,3.5,University of California Irvine,3.431578947368421
0,0,114.0,0.0,155.0,163.0,4.0,University of California Irvine,3.76
0,0,112.0,0.0,150.0,170.0,3.5,University of California Irvine,2.7115789473684213
0,0,82.0,0.0,134.0,157.0,3.0,University of California Irvine,3.5368421052631582
0,36,114.0,0.0,152.0,162.0,3.5,University of California Irvine,2.8210526315789477
0,36,112.0,0.0,163.0,170.0,4.5,University of California Irvine,3.0315789473684216
0,0,112.0,0.0,152.0,164.0,3.5,University of California Irvine,3.536
0,0,94.0,0.0,150.0,161.0,3.5,University of California Irvine,3.4280000000000004
6,29,99.0,2.0,157.0,170.0,3.0,University of California Irvine,3.3562105263157886
0,0,107.0,0.0,150.0,158.0,3.5,University of California Irvine,3.596
0,0,100.0,0.0,151.0,166.0,3.5,University of California Irvine,3.6
0,0,107.0,8.0,151.0,158.0,4.0,University of California Irvine,3.408
0,12,103.0,2.0,161.0,167.0,3.0,University of California Irvine,3.7520000000000007
0,0,114.0,0.0,154.0,159.0,4.0,University of California Irvine,3.4360000000000004
0,15,109.0,0.0,161.0,163.0,3.5,University of California Irvine,3.5200000000000005
0,24,106.0,2.0,153.0,165.0,4.0,University of California Irvine,3.1919999999999997
0,0,104.0,4.0,152.0,163.0,3.5,University of California Irvine,3.48
0,0,113.0,0.0,159.0,164.0,4.0,University of California Irvine,3.3684210526315788
0,0,100.0,9.0,151.0,164.0,3.5,University of California Irvine,2.9894736842105267
0,0,107.0,0.0,156.0,170.0,4.0,University of California Irvine,3.1719999999999997
0,0,107.0,0.0,156.0,170.0,3.0,University of California Irvine,3.1239999999999997
0,0,116.0,0.0,167.0,169.0,4.0,University of California Irvine,3.5840000000000005
0,0,116.0,0.0,153.0,160.0,4.0,University of California Irvine,3.1157894736842113
0,0,114.0,0.0,157.0,160.0,3.5,University of California Irvine,3.658947368421053
0,0,108.0,0.0,160.0,165.0,4.5,University of California Irvine,3.3840000000000003
2,0,112.0,1.0,161.0,164.0,4.0,University of California Irvine,3.4840000000000004
0,0,109.0,0.0,160.0,159.0,3.5,University of California Irvine,3.344
0,0,114.0,0.0,155.0,162.0,4.0,University of California Irvine,3.3524210526315783
0,0,108.0,0.0,155.0,157.0,3.5,University of California Irvine,3.3600000000000003
0,36,107.0,6.0,152.0,168.0,3.0,University of California Irvine,3.0440000000000005
0,0,103.0,0.0,156.0,163.0,3.5,University of California Irvine,0.3010526315789474
0,0,112.0,0.0,159.0,170.0,4.0,University of California Irvine,3.04
0,0,104.0,0.0,148.0,161.0,3.0,University of California Irvine,3.4105263157894736
0,0,95.0,0.0,145.0,158.0,3.5,University of California Irvine,3.5600000000000005
0,0,100.0,0.0,156.0,165.0,3.5,University of California Irvine,2.9600000000000004
0,0,118.0,0.0,160.0,159.0,3.5,University of California Irvine,3.16
6,0,118.0,3.0,164.0,165.0,4.5,University of California Irvine,3.3760000000000003
0,0,101.0,0.0,157.0,170.0,3.0,University of California Irvine,3.4200000000000004
0,0,99.0,0.0,147.0,162.0,3.5,University of California Irvine,3.0315789473684216
24,54,98.0,4.0,146.0,167.0,3.0,University of California Irvine,3.572
0,0,118.0,0.0,165.0,167.0,4.0,University of California Irvine,2.846315789473684
0,48,105.0,0.0,159.0,168.0,3.0,University of California Irvine,3.472
0,0,116.0,0.0,163.0,169.0,4.0,University of California Irvine,3.3200000000000003
0,0,101.0,0.0,148.0,166.0,2.0,University of California Irvine,3.94
0,0,113.0,0.0,163.0,170.0,3.5,University of California Irvine,0.34400000000000003
0,0,96.0,0.0,150.0,162.0,3.5,University of California Irvine,3.54
0,0,99.0,0.0,149.0,156.0,3.5,University of California Irvine,2.988
0,0,116.0,0.0,157.0,168.0,4.5,University of California Irvine,3.28421052631579
0,29,108.0,0.0,153.0,164.0,3.5,University of California Irvine,3.272
0,0,115.0,0.0,160.0,168.0,3.0,University of California Irvine,3.068
0,0,111.0,0.0,154.0,169.0,4.5,University of California Irvine,3.3684210526315788
0,0,114.0,0.0,152.0,162.0,4.0,University of California Irvine,2.5263157894736845
0,0,103.0,0.0,151.0,168.0,4.5,University of California Irvine,0.3696842105263158
0,0,110.0,0.0,152.0,165.0,3.0,University of California Irvine,3.431578947368421
0,0,118.0,0.0,159.0,164.0,4.5,University of California Irvine,3.7039999999999997
0,0,104.0,0.0,153.0,163.0,3.0,University of California Irvine,3.3684210526315788
0,0,116.0,0.0,157.0,165.0,4.0,University of California Irvine,3.56
0,0,108.0,0.0,152.0,164.0,4.0,University of California Irvine,3.512
0,0,108.0,0.0,148.0,164.0,4.0,University of California Irvine,3.0839999999999996
0,30,110.0,9.0,163.0,168.0,4.5,University of California Irvine,3.228
0,0,112.0,0.0,154.0,162.0,4.5,University of California Irvine,3.413010526315789
0,0,98.0,0.0,154.0,163.0,3.0,University of California Irvine,0.0
0,0,104.0,0.0,141.0,165.0,4.0,University of California Irvine,3.578947368421053
0,12,107.0,6.0,154.0,164.0,4.0,University of California Irvine,3.4760000000000004
0,0,115.0,0.0,158.0,165.0,4.0,University of California Irvine,3.073684210526316
0,0,110.0,0.0,153.0,162.0,3.5,University of California Irvine,2.842105263157895
0,0,109.0,0.0,156.0,163.0,4.0,University of California Irvine,3.221052631578948
0,0,100.0,0.0,147.0,165.0,3.0,University of California Irvine,3.64
24,24,120.0,12.0,154.0,161.0,4.0,University of California Irvine,3.9360000000000004
0,0,112.0,0.0,158.0,163.0,4.5,University of California Irvine,3.073684210526316
